"Symbol","Ensembl","EntrezGeneID","Uniprot","Name","Protein_Coverage","Number_of_Unique_Peptides","Number_of_Peptides","M197vsM398","M197vsM180","M197vsM194","M202vsM194","M418vsM194","M202vsM180","M202vsM398","M418vsM180","M418vsM398","Number_of_ratios","Ratio_mean","Ratio_SEM","pvalue","FDR"
"37525","ISY1-RAB43","ENSG00000261796",100534599,"Q9ULR0","ISY1-RAB43 readthrough",21.05,6,6,1.389,1.452,1.374,0.843,0.912,1.084,1.006,1.084,0.948,9,1.12,0.08,0.253,0.429
"37528","TMCC3","ENSG00000057704",57458,"Q9ULS5","transmembrane and coiled-coil domain family 3",10.06,3,4,0.928,0,1.065,0.937,1.128,0,0.676,0,0.814,6,0.92,0.07,0.167,0.331
"37532","HECTD1","ENSG00000092148",25831,"Q9ULT8","HECT domain E3 ubiquitin protein ligase 1",1.57,3,3,1.205,0.741,0.609,0.919,0.68,1.105,1.796,0.813,1.327,9,1.02,0.13,0.882,0.937
"37533","ZMYND8","ENSG00000101040",23613,"Q9ULU4","zinc finger MYND-type containing 8",11.3,11,13,1.105,1.23,0.905,0.825,0.719,1.092,0.99,0.967,0.829,9,0.96,0.05,0.194,0.365
"37537","CIZ1","ENSG00000148337",25792,"Q9ULV3","CDKN1A interacting zinc finger protein 1",11.25,7,7,1.281,1.658,1.112,1.058,1.159,0.933,1.21,1.517,1.317,9,1.25,0.08,0.001,0.015
"37538","CORO1C","ENSG00000110880",23603,"Q9ULV4","coronin 1C",20.89,11,12,1.029,0.944,0.901,1.068,1.185,1.09,1.204,1.077,1.19,9,1.08,0.04,0.061,0.182
"37541","TPX2","ENSG00000088325",22974,"Q9ULW0","TPX2 microtubule nucleation factor",7.63,4,5,0.866,0.694,0.733,0.831,0.933,0.727,0.998,0.821,1.087,9,0.85,0.04,0.047,0.152
"37543","ABT1","ENSG00000146109",29777,"Q9ULW3","activator of basal transcription 1",18.38,4,4,1.081,1.08,0.913,0.613,0.817,0.573,0.716,0.951,0.955,9,0.86,0.06,0.092,0.23
"37544","RAB26","ENSG00000167964",25837,"Q9ULW5","RAB26, member RAS oncogene family",4.3,1,1,0.87,1.045,0.644,0.692,0.676,1.11,0.923,1.078,0.9,9,0.88,0.06,0.032,0.121
"37548","NOB1","ENSG00000141101",28987,"Q9ULX3","NIN1 (RPN12) binding protein 1 homolog",3.88,2,2,0.835,0.566,0.617,0.665,0.77,0.603,0.89,0.695,1.03,9,0.74,0.05,0.007,0.046
"37550","AKAP8L","ENSG00000011243",26993,"Q9ULX6","A-kinase anchoring protein 8 like",12.07,8,8,1.104,1.62,1.334,1.049,1.131,1.163,0.898,1.2,0.839,9,1.15,0.08,0.232,0.406
"37582","TMCO1","ENSG00000143183",54499,"Q9UM00","transmembrane and coiled-coil domains 1",10.11,2,2,0.938,1.068,0.792,0.648,0.616,0.863,0.757,0.817,0.72,9,0.8,0.05,0.003,0.025
"37587","FZR1","ENSG00000105325",51343,"Q9UM11","fizzy and cell division cycle 20 related 1",2.82,1,1,0,0,0,0,0,0,0,1.126,1.558,2,0,0,0.089,0.225
"37591","EPDR1","ENSG00000086289",54749,"Q9UM22","ependymin related 1",9.38,2,2,0.9,1.152,1.191,1.476,1.26,1.411,1.529,1.198,0.94,9,1.23,0.07,0.048,0.155
"37602","KMT2B","ENSG00000272333",9757,"Q9UMN6","lysine methyltransferase 2B",2.28,3,3,1.359,0,0.781,0.947,0,0,1.625,0,0,4,1.18,0.19,0.52,0.691
"37623","NFU1","ENSG00000169599",27247,"Q9UMS0","NFU1 iron-sulfur cluster scaffold",14.17,3,3,1.168,1.701,1.413,0.966,1.029,1.104,0.835,1.109,0.913,9,1.14,0.09,0.272,0.451
"37624","PRPF19","ENSG00000110107",27339,"Q9UMS4","pre-mRNA processing factor 19",15.08,8,8,1.035,1.253,1.007,0.902,0.843,1.155,0.897,1.087,0.862,9,1,0.05,0.489,0.664
"37626","SYNPO2","ENSG00000172403",171024,"Q9UMS6","synaptopodin 2",21.96,18,18,0.602,0.979,2.502,2.23,2.591,1.057,0.631,1.139,0.748,9,1.39,0.27,0.485,0.661
"37628","UBQLN1","ENSG00000135018",29979,"Q9UMX0","ubiquilin 1",20.71,2,7,0.987,0.891,0.992,0.936,0.902,0.831,0.919,0.796,0.886,9,0.9,0.02,0.003,0.028
"37632","NENF","ENSG00000117691",29937,"Q9UMX5","neudesin neurotrophic factor",31.98,5,5,0.91,0.934,1.138,0.943,0.951,0.772,0.774,0.751,0.819,9,0.89,0.04,0.027,0.11
"37636","NOL7","ENSG00000225921",51406,"Q9UMY1","nucleolar protein 7",8.95,3,3,0.892,1.129,0.851,0.775,0.787,1.053,0.799,0.891,0.795,9,0.89,0.04,0.004,0.032
"37637","SNX12","ENSG00000147164",29934,"Q9UMY4","sorting nexin 12",25.58,3,5,0.881,0.919,1.09,1.219,1.355,1.016,0.973,1.123,1.08,9,1.07,0.05,0.171,0.335
"37638","SYNRG","ENSG00000275066",11276,"Q9UMZ2","synergin gamma",5.56,5,6,0.817,0.979,1.291,1.323,1.262,0.907,1.094,0.941,1.003,9,1.07,0.06,0.275,0.454
"37639","SYNRG","ENSG00000274047",11276,"Q9UMZ2","synergin gamma",5.56,5,6,0.817,0.979,1.291,1.323,1.262,0.907,1.094,0.941,1.003,9,1.07,0.06,0.275,0.454
"37642","NDRG2","ENSG00000165795",57447,"Q9UN36","NDRG family member 2",2.7,1,1,0.723,0.728,1.575,2.666,2.584,1.217,1.209,1.174,1.171,9,1.45,0.24,0.127,0.28
"37643","VPS4A","ENSG00000132612",27183,"Q9UN37","vacuolar protein sorting 4 homolog A",13.27,3,5,1.234,0.82,0.982,1.041,1.084,0.862,1.238,0.929,1.314,9,1.06,0.06,0.157,0.318
"37647","PCDHGC3","ENSG00000240184",5098,"Q9UN70","protocadherin gamma subfamily C, 3",2.57,1,2,1.268,1.176,2.028,1.614,1.414,0.925,0.996,0.806,0.872,9,1.23,0.13,0.152,0.311
"37655","G3BP2","ENSG00000138757",9908,"Q9UN86","G3BP stress granule assembly factor 2",13.07,5,6,1.113,1.153,0.835,0.821,0.766,1.087,1.083,1.037,1.073,9,1,0.05,0.737,0.844
"37668","STUB1","ENSG00000103266",10273,"Q9UNE7","STIP1 homology and U-box containing protein 1",29.7,9,9,1.05,1.048,1.131,1.235,1.144,1.099,0.948,1.109,1.007,9,1.09,0.03,0.032,0.122
"37669","PACSIN2","ENSG00000100266",11252,"Q9UNF0","protein kinase C and casein kinase substrate in neurons 2",28.19,13,13,1.035,0.999,0.972,0.89,0.962,0.993,0.953,1.038,1.016,9,0.98,0.02,0.375,0.557
"37670","MAGED2","ENSG00000102316",10916,"Q9UNF1","MAGE family member D2",35.48,18,20,1.209,1.14,1.2,1.194,1.635,1.158,1.197,1.617,1.756,9,1.35,0.08,0.001,0.013
"37674","SNX6","ENSG00000129515",58533,"Q9UNH7","sorting nexin 6",17.24,6,8,1.344,0.914,0.691,0.671,0.718,0.89,1.337,0.943,1.471,9,1,0.1,0.925,0.96
"37677","STX8","ENSG00000170310",9482,"Q9UNK0","syntaxin 8",24.58,5,5,1.248,1.394,1.044,0.924,0.792,1.05,1.113,1.017,0.985,9,1.06,0.06,0.464,0.642
"37682","PSMD13","ENSG00000185627",5719,"Q9UNM6","proteasome 26S subunit, non-ATPase 13",26.06,10,10,1.219,0.913,0.853,0.853,1.006,0.85,1.065,0.973,1.234,9,1,0.05,0.63,0.776
"37684","FAF1","ENSG00000185104",11124,"Q9UNN5","Fas associated factor 1",6.62,5,5,1.157,1.162,0.873,0.812,0.792,1.024,1.118,0.971,0.973,9,0.99,0.05,0.584,0.741
"37687","PPIE","ENSG00000084072",10450,"Q9UNP9","peptidylprolyl isomerase E",19.93,5,6,0.814,1.566,1.331,0.929,0.894,1.193,0.881,1.386,0.859,9,1.09,0.09,0.72,0.835
"37689","DIMT1","ENSG00000086189",27292,"Q9UNQ2","DIMT1 rRNA methyltransferase and ribosome maturation factor",5.75,2,2,1.091,1.119,0.74,0.614,0.543,0.916,0.893,0.806,0.789,9,0.83,0.06,0.027,0.108
"37692","COPS3","ENSG00000141030",8533,"Q9UNS2","COP9 signalosome subunit 3",16.55,6,6,1.179,0.855,0.942,1.101,1.087,0.838,1.195,0.938,1.332,9,1.05,0.06,0.126,0.278
"37695","MINPP1","ENSG00000107789",9562,"Q9UNW1","multiple inositol-polyphosphate phosphatase 1",5.75,3,3,1.303,1.934,1.21,0.956,1.081,1.51,1.016,1.698,1.148,9,1.32,0.11,0.025,0.104
"37697","NOVA2","ENSG00000104967",4858,"Q9UNW9","NOVA alternative splicing regulator 2",1.63,1,1,1.355,1.549,1.482,1.157,1.059,1.195,1.045,1.088,0.955,9,1.21,0.07,0.034,0.126
"37699","WDR3","ENSG00000065183",10885,"Q9UNX4","WD repeat domain 3",11.35,8,8,0.913,1.03,0.783,0.681,0.701,0.75,0.828,0.71,0.853,9,0.81,0.04,0.002,0.022
"37703","NSFL1C","ENSG00000088833",55968,"Q9UNZ2","NSFL1 cofactor",36.22,12,12,1.099,1.069,1.218,1.175,1.436,1.041,0.895,1.24,1.05,9,1.14,0.05,0.027,0.111
"37704","C19orf53","ENSG00000104979",28974,"Q9UNZ5","chromosome 19 open reading frame 53",30.3,4,4,0.864,0.909,1.182,0.936,1.118,0.769,0.706,0.703,0.713,9,0.88,0.06,0.053,0.168
"37717","COG5","ENSG00000164597",10466,"Q9UP83","component of oligomeric golgi complex 5",6.32,5,5,1.074,0.83,0.794,0.796,0.871,0.909,1.122,0.888,1.192,9,0.94,0.05,0.455,0.635
"37718","COG5","ENSG00000284369",10466,"Q9UP83","component of oligomeric golgi complex 5",6.32,5,5,1.074,0.83,0.794,0.796,0.871,0.909,1.122,0.888,1.192,9,0.94,0.05,0.455,0.635
"37719","SLC12A4","ENSG00000124067",6560,"Q9UP95","solute carrier family 12 member 4",3.59,3,3,0.85,1.273,0.914,0.9,0.903,1.239,0.827,1.237,0.829,9,1,0.06,0.333,0.515
"37732","MACF1","ENSG00000127603",23499,"Q9UPN3","microtubule actin crosslinking factor 1",21.62,147,150,0.743,0.765,1.15,1.255,1.66,0.773,0.801,1.004,1.075,9,1.03,0.1,0.784,0.875
"37733","CEP131","ENSG00000141577",22994,"Q9UPN4","centrosomal protein 131",10.71,9,9,0.462,1.63,1.606,1.227,1.57,1,0.448,1.768,0.677,9,1.15,0.18,0.952,0.974
"37734","SCAF8","ENSG00000213079",22828,"Q9UPN6","SR-related CTD associated factor 8",6.45,5,6,1.246,1.264,1.184,0.785,0.949,0.959,1.03,1.153,0.995,9,1.06,0.05,0.318,0.499
"37735","PPP6R1","ENSG00000105063",22870,"Q9UPN7","protein phosphatase 6 regulatory subunit 1",5.79,3,3,1.643,2.837,1.109,1.847,0.788,3.564,2.666,1.337,0.955,9,1.86,0.32,0.047,0.154
"37736","TRIM33","ENSG00000197323",51592,"Q9UPN9","tripartite motif containing 33",3.19,3,3,0.455,0.401,0.764,1.247,1.399,1.003,1.136,1.023,1.164,9,0.95,0.12,0.487,0.662
"37741","LIMCH1","ENSG00000064042",22998,"Q9UPQ0","LIM and calponin homology domains 1",12.37,11,11,0.881,1.447,1.777,2.903,3.818,1.48,0.919,2.483,1.317,9,1.89,0.33,0.017,0.082
"37744","PDZRN3","ENSG00000121440",23024,"Q9UPQ7","PDZ domain containing ring finger 3",1.03,1,1,0.651,0.677,0.852,1.007,1.124,0.791,0.76,0.879,0.848,9,0.84,0.05,0.019,0.087
"37746","TNRC6B","ENSG00000100354",23112,"Q9UPQ9","trinucleotide repeat containing adaptor 6B",3.87,5,5,1.063,1.243,1.137,1.177,1.269,1.359,1.087,1.205,1.171,9,1.19,0.03,0,0.003
"37754","EXOC7","ENSG00000182473",23265,"Q9UPT5","exocyst complex component 7",6.39,4,4,1.175,1.069,0.999,1.214,1.326,1.526,0.953,1.657,1.039,9,1.22,0.08,0.044,0.148
"37755","MAPK8IP3","ENSG00000138834",23162,"Q9UPT6","mitogen-activated protein kinase 8 interacting protein 3",2.02,2,3,1.145,1.175,1.523,1.477,1.707,1.126,1.097,1.295,1.266,9,1.31,0.07,0.001,0.011
"37756","ZC3H4","ENSG00000130749",23211,"Q9UPT8","zinc finger CCCH-type containing 4",11.05,7,8,0.764,0.931,1.055,1.247,1.082,1.087,0.891,0.938,0.772,9,0.97,0.05,0.245,0.421
"37759","USP24","ENSG00000162402",23358,"Q9UPU5","ubiquitin specific peptidase 24",2.21,6,6,1.024,0.761,0.683,0.789,0.735,0.856,1.19,0.908,1.192,9,0.9,0.06,0.276,0.454
"37772","DICER1","ENSG00000100697",23405,"Q9UPY3","dicer 1, ribonuclease III",7.34,11,11,0.944,0.762,0.663,1.017,0.885,1.069,1.374,0.987,1.268,9,1,0.07,0.896,0.944
"37775","MAPRE3","ENSG00000084764",22924,"Q9UPY8","microtubule associated protein RP/EB family member 3",6.05,1,2,0.729,0.765,2.778,2.291,4.448,0.623,0.593,1.204,1.151,9,1.62,0.44,0.224,0.399
"37784","SHOC2","ENSG00000108061",8036,"Q9UQ13","SHOC2 leucine rich repeat scaffold protein",4.81,3,3,1.061,0.83,0.952,0.939,0.98,0.808,1.033,0.839,1.077,9,0.95,0.03,0.415,0.597
"37787","SRRM2","ENSG00000167978",23524,"Q9UQ35","serine/arginine repetitive matrix 2",18.35,37,37,1.11,1.224,1.101,1.01,0.935,1.092,0.97,1.003,0.924,9,1.04,0.03,0.525,0.694
"37794","PA2G4","ENSG00000170515",5036,"Q9UQ80","proliferation-associated 2G4",41.88,16,18,0.975,0.84,1.003,1.316,1.161,1.149,1.237,0.992,1.04,9,1.08,0.05,0.248,0.425
"37797","SPG7","ENSG00000197912",6687,"Q9UQ90","SPG7 matrix AAA peptidase subunit, paraplegin",8.68,6,6,0.721,0.921,0.877,0.981,0.901,1.245,0.795,0.965,0.747,9,0.91,0.05,0.002,0.024
"37799","BAIAP2","ENSG00000175866",10458,"Q9UQB8","BAR/IMD domain containing adaptor protein 2",10.69,5,5,1.166,1.01,1.184,1.626,1.063,1.347,1.549,0.891,1.033,9,1.21,0.08,0.071,0.198
"37804","SMC3","ENSG00000108055",9126,"Q9UQE7","structural maintenance of chromosomes 3",30.9,36,38,1.143,1.125,0.891,0.805,0.702,1.047,0.982,0.961,0.953,9,0.96,0.05,0.237,0.412
"37811","CHMP2B","ENSG00000083937",25978,"Q9UQN3","charged multivesicular body protein 2B",12.68,3,3,0.699,0.798,0.982,1.068,1.06,0.857,0.75,0.847,0.744,9,0.87,0.05,0.015,0.076
"37812","TNN","ENSG00000120332",63923,"Q9UQP3","tenascin N",1.85,2,2,0.383,0.188,0.607,3.793,1.793,0.378,0.473,0.178,0.223,9,0.89,0.4,0.083,0.216
"37817","ZNF148","ENSG00000163848",7707,"Q9UQR1","zinc finger protein 148",8.19,4,4,0,0,0,0,0,0,0.969,0,0,1,0,0,0,0
"37824","MTMR6","ENSG00000139505",9107,"Q9Y217","myotubularin related protein 6",7.09,3,4,0.856,0.734,0.82,0.791,0.777,0.806,0.797,0.684,0.8,9,0.79,0.02,0,0.001
"37826","NIP7","ENSG00000132603",51388,"Q9Y221","nucleolar pre-rRNA processing protein NIP7",10.56,2,2,0.376,0.399,0.69,1.816,1.518,1.038,0.978,0.863,0.817,9,0.94,0.16,0.293,0.474
"37829","RTRAF","ENSG00000087302",51637,"Q9Y224","RNA transcription, translation and transport factor",51.23,11,12,1.406,1.271,1.25,0.889,1.037,1.022,0.973,1.15,0.916,9,1.1,0.06,0.203,0.375
"37834","RUVBL2","ENSG00000183207",10856,"Q9Y230","RuvB like AAA ATPase 2",46.22,19,19,0.956,0.768,0.8,0.956,0.871,0.866,1.074,0.837,0.972,9,0.9,0.03,0.027,0.111
"37836","CDYL","ENSG00000153046",9425,"Q9Y232","chromodomain Y like",2.17,1,1,0,0,0,0.987,0,0,0,0,0,1,0,0,0,0
"37839","APOBEC2","ENSG00000124701",10930,"Q9Y235","apolipoprotein B mRNA editing enzyme catalytic subunit 2",21.43,2,3,0.758,1.558,4.676,4.331,5.288,1.534,0.745,1.496,0.73,9,2.35,0.62,0.125,0.277
"37841","PIN4","ENSG00000102309",5303,"Q9Y237","peptidylprolyl cis/trans isomerase, NIMA-interacting 4",28.24,4,4,1.11,1.27,0.841,0.679,1.183,1.017,0.971,1.846,1.566,9,1.16,0.12,0.179,0.346
"37855","POMP","ENSG00000132963",51371,"Q9Y244","proteasome maturation protein",9.93,1,1,0.953,2.363,0.819,0.655,0.705,1.868,0.753,2.002,0.81,9,1.21,0.22,0.938,0.968
"37858","GINS2","ENSG00000131153",51659,"Q9Y248","GINS complex subunit 2",7.03,1,1,1.384,1.111,0.863,0.794,0.929,1.01,1.257,1.176,1.47,9,1.11,0.08,0.141,0.297
"37859","LZTS1","ENSG00000061337",11178,"Q9Y250","leucine zipper tumor suppressor 1",9.73,4,5,0,0,0,0.843,1.062,0.892,0,1.118,0,4,0.98,0.07,1,1
"37869","EIF3L","ENSG00000100129",51386,"Q9Y262","eukaryotic translation initiation factor 3 subunit L",26.06,14,14,1.032,0.778,0.564,0.576,0.545,0.844,1.074,0.83,1.232,9,0.83,0.08,0.128,0.28
"37870","PLAA","ENSG00000137055",9373,"Q9Y263","phospholipase A2 activating protein",18.24,14,14,1.156,0.739,0.721,0.818,0.859,0.798,1.116,0.92,1.098,9,0.91,0.06,0.283,0.463
"37872","RUVBL1","ENSG00000284901",8607,"Q9Y265","RuvB like AAA ATPase 1",38.82,14,14,0.888,0.798,0.725,0.969,0.849,0.898,1.046,0.898,1.065,9,0.9,0.04,0.078,0.21
"37873","RUVBL1","ENSG00000175792",8607,"Q9Y265","RuvB like AAA ATPase 1",38.82,14,14,0.888,0.798,0.725,0.969,0.849,0.898,1.046,0.898,1.065,9,0.9,0.04,0.078,0.21
"37874","NUDC","ENSG00000090273",10726,"Q9Y266","nuclear distribution C, dynein complex regulator",36.56,12,12,1.465,0.966,0.893,0.856,0.901,0.863,1.346,0.999,1.415,9,1.08,0.08,0.198,0.371
"37881","BCS1L","ENSG00000074582",617,"Q9Y276","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",10.5,4,4,0.451,0.529,0.595,0.814,0.611,0.714,0.608,0.534,0.457,9,0.59,0.04,0,0.001
"37882","VDAC3","ENSG00000078668",7419,"Q9Y277","voltage dependent anion channel 3",26.86,5,7,0.968,1.151,1.103,1.014,0.793,1.085,0.918,0.861,0.76,9,0.96,0.05,0.134,0.288
"37885","CFL2","ENSG00000165410",1073,"Q9Y281","cofilin 2",56.63,7,10,0.944,0.952,1.424,1.675,1.613,1.085,1.136,1.036,0.985,9,1.21,0.1,0.082,0.214
"37886","ERGIC3","ENSG00000125991",51614,"Q9Y282","ERGIC and golgi 3",13.84,5,5,1.074,1.314,0.904,0.647,0.847,0.889,0.726,1.14,0.949,9,0.94,0.07,0.356,0.539
"37889","FARSA","ENSG00000179115",2193,"Q9Y285","phenylalanyl-tRNA synthetase subunit alpha",19.49,8,8,0.883,0.646,0.743,0.759,0.872,0.641,1.132,0.745,1.2,9,0.85,0.07,0.145,0.302
"37891","ITM2B","ENSG00000136156",9445,"Q9Y287","integral membrane protein 2B",7.89,2,2,1.521,1.261,2.48,2.452,1.618,1.232,1.484,0.809,0.979,9,1.54,0.2,0.031,0.119
"37894","ASF1A","ENSG00000111875",25842,"Q9Y294","anti-silencing function 1A histone chaperone",11.27,2,2,1.381,1.093,0.873,0.819,0.935,1.014,1.28,1.15,1.46,9,1.11,0.08,0.125,0.277
"37895","DRG1","ENSG00000185721",4733,"Q9Y295","developmentally regulated GTP binding protein 1",28.61,8,8,1.105,0.657,0.86,1.12,1.065,0.822,1.368,0.706,1.138,9,0.98,0.08,0.898,0.944
"37900","NCKAP1","ENSG00000061676",10787,"Q9Y2A7","NCK associated protein 1",9.22,10,11,0.994,0.784,0.634,0.727,0.659,0.936,1.094,0.868,1.025,9,0.86,0.06,0.048,0.156
"37902","CNPY2","ENSG00000257727",10330,"Q9Y2B0","canopy FGF signaling regulator 2",36.26,8,8,1.094,1.441,1.368,1.163,0.904,1.258,0.92,0.909,0.7,9,1.08,0.08,1,1
"37907","PKIG","ENSG00000168734",11142,"Q9Y2B9","cAMP-dependent protein kinase inhibitor gamma",21.05,1,1,1.881,1.343,1.33,1.054,1.08,1.052,1.472,1.072,1.507,9,1.31,0.09,0.002,0.022
"37910","EXOG","ENSG00000157036",9941,"Q9Y2C4","exo/endonuclease G",6.52,2,2,0.923,1.568,1.139,0.858,1.072,1.167,0.687,1.45,0.857,9,1.08,0.1,0.854,0.921
"37916","EXOC6B","ENSG00000144036",23233,"Q9Y2D4","exocyst complex component 6B",4.56,3,3,0.45,0.4,0.303,0.717,0.961,0.935,1.053,1.247,1.411,9,0.83,0.13,0.215,0.39
"37917","PALM2AKAP2","ENSG00000243444",445815,"Q9Y2D5","PALM2 and AKAP2 fusion",26.31,18,18,0.837,1.2,1.295,1.052,1.547,1.05,0.705,1.539,1.17,9,1.16,0.09,0.187,0.356
"37918","PALM2AKAP2","ENSG00000241978",445815,"Q9Y2D5","PALM2 and AKAP2 fusion",26.31,18,18,0.837,1.2,1.295,1.052,1.547,1.05,0.705,1.539,1.17,9,1.16,0.09,0.187,0.356
"37919","PALM2AKAP2","ENSG00000157654",445815,"Q9Y2D5","PALM2 and AKAP2 fusion",26.31,18,18,0.837,1.2,1.295,1.052,1.547,1.05,0.705,1.539,1.17,9,1.16,0.09,0.187,0.356
"37922","DIP2C","ENSG00000151240",22982,"Q9Y2E4","disco interacting protein 2 homolog C",1.8,3,3,1.446,0.902,1.951,1.481,2.267,0.677,1.083,1.031,1.658,9,1.39,0.17,0.008,0.05
"37933","POFUT2","ENSG00000186866",23275,"Q9Y2G5","protein O-fucosyltransferase 2",12.12,6,6,1.086,1.757,1.608,1.422,2.005,1.613,0.923,1.811,1.161,9,1.49,0.12,0.006,0.044
"37935","DNAJC16","ENSG00000116138",23341,"Q9Y2G8","DnaJ heat shock protein family (Hsp40) member C16",1.02,1,1,1.005,0.884,0.883,0.905,0.822,0.896,1.017,0.81,0.924,9,0.91,0.02,0.007,0.045
"37938","DLGAP4","ENSG00000080845",22839,"Q9Y2H0","DLG associated protein 4",8.47,7,7,1.158,1.522,1.041,0.957,0.977,1.217,1.134,1.347,1.07,9,1.16,0.06,0.042,0.145
"37940","INPP5F","ENSG00000198825",22876,"Q9Y2H2","inositol polyphosphate-5-phosphatase F",3.53,3,3,0.512,0.437,0.297,0.49,0.717,0.712,0.833,1.037,1.219,9,0.69,0.1,0.044,0.149
"37942","FNDC3A","ENSG00000102531",22862,"Q9Y2H6","fibronectin type III domain containing 3A",10.27,9,9,0.917,0.983,0.621,0.711,0.827,0.886,0.92,0.927,0.895,9,0.85,0.04,0.012,0.068
"37949","WDR37","ENSG00000047056",22884,"Q9Y2I8","WD repeat domain 37",6.88,3,3,0.926,0.997,1.151,1.43,1.114,1.065,1.235,0.825,1.231,9,1.11,0.06,0.101,0.242
"37952","EPB41L3","ENSG00000082397",23136,"Q9Y2J2","erythrocyte membrane protein band 4.1 like 3",15.18,9,12,1.139,1.131,1.841,1.66,2.825,0.961,0.975,1.637,1.462,9,1.51,0.2,0.005,0.039
"37962","DIS3","ENSG00000083520",22894,"Q9Y2L1","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",5.22,4,4,0.944,0.699,0.721,0.671,0.775,0.643,0.867,0.738,1.001,9,0.78,0.04,0.005,0.037
"37963","TRAPPC8","ENSG00000153339",22878,"Q9Y2L5","trafficking protein particle complex 8",3.28,3,4,1.89,0.916,1.618,0.861,1.439,0.482,0.993,0.801,1.659,9,1.18,0.16,0.082,0.214
"37966","LRCH1","ENSG00000136141",23143,"Q9Y2L9","leucine rich repeats and calponin homology domain containing 1",5.63,3,3,1.331,1.155,0.74,0.983,1.374,1.516,1.746,2.109,2.44,9,1.49,0.18,0.022,0.096
"37976","RCL1","ENSG00000120158",10171,"Q9Y2P8","RNA terminal phosphate cyclase like 1",11.53,4,4,1.016,0.948,0.835,1.169,1.039,0.727,0.926,0.881,0.928,9,0.94,0.04,0.279,0.458
"37979","GSTK1","ENSG00000197448",373156,"Q9Y2Q3","glutathione S-transferase kappa 1",29.2,5,5,1.008,1.095,1.03,0.774,0.684,0.786,0.715,0.729,0.642,9,0.83,0.06,0.012,0.066
"37980","LAMTOR2","ENSG00000116586",28956,"Q9Y2Q5","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",16.8,2,2,0.813,1.05,1.256,1.292,1.103,1.067,0.871,0.906,0.704,9,1.01,0.07,0.518,0.688
"37981","MRPS28","ENSG00000147586",28957,"Q9Y2Q9","mitochondrial ribosomal protein S28",14.44,3,3,1.04,0.971,1.154,0.998,1.117,0.92,0.892,0.903,0.961,9,1,0.03,0.959,0.978
"37982","COA3","ENSG00000183978",28958,"Q9Y2R0","cytochrome c oxidase assembly factor 3",27.36,3,3,1.197,1.36,0.959,0.765,0.75,1.429,1.239,1.116,0.986,9,1.09,0.08,0.76,0.861
"37984","DDX52","ENSG00000277594",11056,"Q9Y2R4","DExD-box helicase 52",7.01,3,4,0.966,0.82,0.903,0.644,0.625,0.578,0.68,0.785,0.745,9,0.75,0.04,0.001,0.011
"37985","DDX52","ENSG00000278053",11056,"Q9Y2R4","DExD-box helicase 52",7.01,3,4,0.966,0.82,0.903,0.644,0.625,0.578,0.68,0.785,0.745,9,0.75,0.04,0.001,0.011
"37986","MRPS17","ENSG00000239789",51373,"Q9Y2R5","mitochondrial ribosomal protein S17",15.38,2,2,0.607,0.439,0.646,0.844,0,0.567,0.784,0,0,6,0.65,0.06,0.02,0.089
"37987","MRPS7","ENSG00000125445",51081,"Q9Y2R9","mitochondrial ribosomal protein S7",19.83,4,4,1.015,1.044,1.031,0.868,0.936,0.868,0.843,0.931,0.908,9,0.94,0.03,0.045,0.151
"37989","TMA7","ENSG00000232112",51372,"Q9Y2S6","translation machinery associated 7 homolog",31.25,3,3,1.32,0.733,1.095,1.29,1.087,0.984,1.483,0.978,1.302,9,1.14,0.08,0.081,0.213
"37990","POLDIP2","ENSG00000004142",26073,"Q9Y2S7","DNA polymerase delta interacting protein 2",13.32,4,4,0.974,1.04,0.93,1.113,1.187,1.066,1.152,1.02,1.017,9,1.06,0.03,0.122,0.273
"38001","LEMD3","ENSG00000174106",23592,"Q9Y2U8","LEM domain containing 3",12.07,7,7,1.004,1.058,0.895,1.074,0.811,1.093,1.121,0.839,0.821,9,0.97,0.04,0.156,0.317
"38004","CARHSP1","ENSG00000153048",23589,"Q9Y2V2","calcium regulated heat stable protein 1",28.57,4,4,1.609,1.226,1.089,1.079,1.012,1.177,1.563,0.972,1.377,9,1.23,0.08,0.01,0.057
"38006","COG6","ENSG00000133103",57511,"Q9Y2V7","component of oligomeric golgi complex 6",1.52,1,1,0,0,0,1.047,1.374,0,1.54,0,1.052,4,1.25,0.12,0.097,0.236
"38008","THRAP3","ENSG00000054118",9967,"Q9Y2W1","thyroid hormone receptor associated protein 3",24.61,20,21,1.051,1.14,0.975,0.954,0.835,1.143,0.947,0.996,0.867,9,0.99,0.04,0.22,0.396
"38009","WBP11","ENSG00000084463",51729,"Q9Y2W2","WW domain binding protein 11",26.52,16,16,1.031,1.429,1.098,0.987,0.975,1.187,0.855,1.235,0.879,9,1.08,0.06,0.6,0.753
"38015","NOP58","ENSG00000055044",51602,"Q9Y2X3","NOP58 ribonucleoprotein",32.89,13,14,1.035,1.026,0.898,0.721,0.634,0.771,0.845,0.689,0.766,9,0.82,0.05,0.007,0.047
